subject_id,session_id,run_id,dvars_nstd,dvars_std,dvars_vstd,efc,fber,fd_mean,fd_num,fd_perc,fwhm_avg,fwhm_x,fwhm_y,fwhm_z,gcor,gsr_x,gsr_y,m_tsnr,outlier,qc_type,quality,size_t,size_x,size_y,size_z,snr,spacing_tr,spacing_x,spacing_y,spacing_z,summary_mean_bg,summary_mean_fg,summary_p05_bg,summary_p05_fg,summary_p95_bg,summary_p95_fg,summary_stdv_bg,summary_stdv_fg
sub-02,0,task-probabilisticclassification_run-01,12.7859279428,1.06673563324,0.999097657263,0.490407860124,88.7051696777,0.116147851201,0,0.0,6.7857,5.84181,6.75223,7.92118,0.0286934084362,-0.00915155746043,0.0326380655169,71.4011077881,0.000912833333333,func,0.00627751266667,180,64,64,25,5.66250500364,2.0,3.125,3.125,5.0,31.9755687714,611.86920166,7.41111135483,393.800561523,141.960002899,766.042254639,58.5234947205,111.744934082
sub-02,0,task-probabilisticclassification_run-02,13.3083000023,1.10483820961,1.03278815927,0.490394369227,88.2760696411,0.129597744134,0,0.0,6.78705,5.85583,6.71973,7.94518,0.0196584237946,-0.0099015654996,0.032542925328,67.2722244263,0.003447,func,0.0073789735,180,64,64,25,5.68463484105,2.0,3.125,3.125,5.0,32.0125465393,614.220153809,7.40000009537,398.28500061,141.828340149,767.183627319,58.7858467102,111.302940369
sub-03,0,task-deterministicclassification_run-01,16.022569321,1.18441474251,1.00481595464,0.52617546844,80.7529144287,0.0605158316145,0,0.0,6.38927,5.61496,6.25914,7.4215,0.011645216412,0.0037217263598,0.0200077239424,71.9862823486,0.000840777777778,func,0.00768883238889,180,64,64,25,5.82464824097,2.0,3.125,3.125,5.0,36.2059593201,638.659240723,8.26666641235,423.291113281,154.450008392,798.57890625,63.2945899963,112.447769165
sub-03,0,task-deterministicclassification_run-02,16.3553835587,1.11148387073,0.953894236648,0.527388392662,78.6898193359,0.138109493784,2,1.11111111111,6.77075,5.78432,6.73475,7.96777,0.017412519455,0.00311942701228,0.0215158052742,52.8340682983,0.00298844444444,func,0.0176758228889,180,64,64,25,5.96799559642,2.0,3.125,3.125,5.0,36.9907608032,640.418212891,8.28888893127,425.193334961,159.118057251,796.441125488,64.1026763916,110.210113525
sub-03,0,task-mixedeventrelatedprobe_run-01,17.4535275434,1.18348275203,1.00591203763,0.525755233613,81.186088562,0.148486140352,3,1.26582278481,6.63895,5.77664,6.57897,7.69953,0.021696943774,0.0039749215357,0.0222445745021,56.0495376587,0.00309742616034,func,0.0151847260338,237,64,64,25,5.94240600895,2.0,3.125,3.125,5.0,36.5399284363,644.713806152,8.27426147461,431.499775696,157.997879028,803.122131348,63.3290405273,111.356185913
sub-03,0,task-mixedeventrelatedprobe_run-02,18.9332359161,1.17227542008,1.00054649729,0.526813310113,79.2611236572,0.235991483817,5,2.10970464135,6.81145,5.91726,6.71367,7.95495,0.0499732987287,0.00420237565413,0.0214243158698,47.5567779541,0.00473953586498,func,0.0205667755696,237,64,64,25,5.9591649467,2.0,3.125,3.125,5.0,36.6495323181,645.406860352,8.21940898895,429.281835937,158.270454407,803.340026855,63.8130149841,110.977798462
sub-03,0,task-probabilisticclassification_run-01,17.147466553,1.21443123257,1.00042019173,0.525584051325,80.8001403809,0.0679805431218,0,0.0,6.41078,5.57735,6.28789,7.51276,0.0138222694397,0.00336222094484,0.0199384279549,69.3005752563,0.0006935,func,0.0080386425,180,64,64,25,5.82711821876,2.0,3.125,3.125,5.0,35.9204826355,638.839233398,8.26111125946,423.628887939,154.840275574,797.775549316,63.3093452454,112.169296265
sub-03,0,task-probabilisticclassification_run-02,16.6338616481,1.19935564531,1.00512142793,0.526092175378,80.3348388672,0.0740852825561,0,0.0,6.39237,5.58746,6.28777,7.43489,0.0232544660568,0.00369944679551,0.0196252055466,70.6370849609,0.000659555555556,func,0.00762628288889,180,64,64,25,5.83342271397,2.0,3.125,3.125,5.0,36.1127891541,637.334289551,8.26666641235,423.062232971,156.133053589,796.718341064,63.3984260559,112.153953552
sub-04,0,task-deterministicclassification_run-01,17.3292177137,1.19946408782,0.996835291508,0.506670623802,93.5353012085,0.110882321061,0,0.0,6.71797,5.72858,6.87903,7.6938,0.0133742292722,-0.00695105222985,0.0459586381912,61.1641311646,0.000972222222222,func,0.00883668016667,180,64,64,30,5.60508665428,2.0,3.125,3.125,5.0,33.2780227661,609.780639648,8.33888912201,407.405851746,137.75222168,772.079763794,55.4857597351,111.272659302
sub-04,0,task-deterministicclassification_run-02,17.8103488625,1.2199541252,1.00898525547,0.505808820408,92.6884384155,0.101832118511,0,0.0,6.65826,5.73915,6.76706,7.60036,0.0130093203651,-0.00656902138144,0.0481512546539,62.9082107544,0.00124294444444,func,0.00805820483333,180,64,64,30,5.52124533925,2.0,3.125,3.125,5.0,33.1869888306,610.406188965,8.29444503784,404.568902588,138.834728241,775.152246094,55.9376869202,112.689376831
sub-04,0,task-mixedeventrelatedprobe_run-01,17.9186450249,1.22233721364,0.990746795974,0.508262175755,90.1446456909,0.101423623063,0,0.0,6.62638,5.74818,6.61006,7.6576,0.0102163892368,-0.00704941432923,0.0501637198031,63.1863861084,0.000435732758621,func,0.00860579788793,232,64,64,30,5.54892144376,2.0,3.125,3.125,5.0,33.9714355469,610.335449219,8.30603408813,404.211003113,141.004734039,776.197869873,56.5845298767,112.126846313
sub-04,0,task-mixedeventrelatedprobe_run-02,17.5026545544,1.21016457745,0.995514165108,0.5088587403,90.4144821167,0.108442554947,0,0.0,6.70279,5.85527,6.66881,7.71209,0.0269350018995,-0.00717789214104,0.0499041602015,58.9534683228,0.0012275,func,0.00977111909483,232,64,64,30,5.58131659567,2.0,3.125,3.125,5.0,34.1672096252,612.634033203,8.29310321808,407.064228821,142.564221191,777.021762085,56.565410614,112.120834351
sub-04,0,task-probabilisticclassification_run-01,18.2422750889,1.25261385302,1.0192535738,0.506953216391,90.939201355,0.119710740263,0,0.0,6.61815,5.71039,6.69784,7.57893,0.00998711519771,-0.00675273267552,0.0487288460135,63.5835418701,0.0017735,func,0.00799558972222,180,64,64,30,5.53886120138,2.0,3.125,3.125,5.0,33.5356178284,609.455200195,8.27777767181,406.296963501,139.741390991,773.567266846,56.3555755615,112.023735046
sub-04,0,task-probabilisticclassification_run-02,18.2118008471,1.24690914687,1.01001262274,0.507131389384,90.9113311768,0.0988316763352,0,0.0,6.57216,5.68988,6.60435,7.55423,0.0191510597865,-0.00696124322712,0.0489406101406,65.0900497437,0.000780444444444,func,0.00757239927778,180,64,64,30,5.5379020001,2.0,3.125,3.125,5.0,33.6981811523,610.26776123,8.28333377838,406.116113281,140.052780151,775.090316772,56.456653595,112.506134033
sub-05,0,task-deterministicclassification_run-01,14.2333855069,1.11883615056,0.987923415475,0.481032255142,87.4622802734,0.0969743994134,0,0.0,6.27792,5.63941,6.20774,7.06773,0.00794293284416,0.0014165895991,0.0222782325,61.5713920593,0.000793833333333,func,0.00932097644444,180,64,64,30,5.63261622389,2.0,3.125,3.125,5.0,31.9594898224,590.768066406,7.86111116409,380.183334351,140.2,743.627807617,55.9261627197,107.928733826
sub-05,0,task-deterministicclassification_run-02,15.1627124113,1.17053309911,1.00061020698,0.480914523088,84.9159088135,0.0809102390034,0,0.0,6.16078,5.53801,6.01903,7.01496,0.013071943654,0.00087879068451,0.0214955192059,64.7954788208,0.000718333333333,func,0.0082099255,180,64,64,30,5.6288330664,2.0,3.125,3.125,5.0,32.5114746094,591.861694336,7.87777805328,382.331121826,142.490002441,744.956677246,57.1793899536,107.920829773
sub-05,0,task-mixedeventrelatedprobe_run-01,16.7047052384,1.22657368719,0.999287262857,0.483071973387,82.7384643555,0.091486065697,0,0.0,6.17499,5.55349,6.02072,7.04195,0.00848096711882,0.00275081349537,0.0230777263641,67.6947784424,0.000470301724138,func,0.00745829564655,232,64,64,30,5.5824339448,2.0,3.125,3.125,5.0,32.7261619568,590.409851074,7.85775852203,378.412055969,142.726299286,745.495666504,57.6029090881,108.871154785
sub-05,0,task-mixedeventrelatedprobe_run-02,16.5000971882,1.2140949584,0.986217144719,0.483867927655,81.9003982544,0.0951318221794,0,0.0,6.19527,5.61615,6.01396,7.04016,0.0113177422819,0.00147359224502,0.0244941469282,64.3877410889,0.000421681034483,func,0.00875114823276,232,64,64,30,5.67033635642,2.0,3.125,3.125,5.0,33.1162719727,589.717590332,7.87068939209,385.245892334,143.882759094,741.751934814,57.8580513,106.921951294
